,ZR-167-D1,ZR-178-D1,ZR-103-D1,ZR-112-D1,ZR-095-D1,ZR-240-D1,ZR-106-D1,ZR-245-D1,ZR-092-D1,ZR-200-D1,JL-042-D1,ZR-088-D1,ZR-223-D1,ZR-093-D1,ZR-211-D1,ZR-187-D1,ZR-189-D1,JL-034-D1,ZR-243-D1,ZR-182-D1,ZR-183-D1,ZR-247-D1,ZR-196-D1,ZR-102-D1,ZR-238-D1,JL-054-D1,ZR-191-D1,ZR-222-D1,ZR-116-D1,JL-046-D1,JL-066-D1,ZR-203-D1,ZR-105-D1,ZR-195-D1,ZR-094-D1,ZR-188-D1,XY-031-D1,ZR-179-D1,ZR-230-D1,JL-070-D1,ZR-199-D1,ZR-109-D1,ZR-220-D1,ZR-242-D1,ZR-190-D1,ZR-111-D1,XY-026-D1,ZR-186-D1,XY-034-D1,XY-011-D1,XY-049-D1,XY-012-D1,ZR-181-D1,ZR-089-D1,ZR-180-D1,ZR-241-D1,ZR-221-D1,ZR-176-D1,JL-059-D1,ZR-177-D1,ZR-219-D1,XY-016-D1,XY-028-D1,JL-063-D1,XY-013-D1,ZR-090-D1,ZR-096-D1,ZR-091-D1,ZR-192-D1,JL-064-D1,ZR-193-D1,XY-024-D1,ZR-232-D1,JL-060-D1,ZR-113-D1,ZR-108-D1,ZR-184-D1,ZR-244-D1,ZR-110-D1,JL-072-D1,ZR-233-D1,JL-038-D1,JL-052-D1,ZR-235-D1,JL-044-D1,ZR-098-D1,XY-017-D1,JL-037-D1,JL-040-D1,JL-055-D1,JL-062-D1,JL-041-D1,JL-071-D1,JL-058-D1,ZR-229-D1,ZR-224-D1,JL-057-D1,ZR-239-D1,ZR-236-D1,JL-051-D1,JL-050-D1,ZR-225-D1,XY-030-D1,ZR-197-D1,ZR-104-D1,ZR-246-D1,ZR-237-D1,ZR-226-D1,XY-056-D1,JL-065-D1,JL-049-D1,JL-056-D1,ZR-231-D1,JL-039-D1,JL-043-D1,JL-045-D1,JL-047-D1,JL-067-D1,JL-069-D1,JL-068-D1
XY-016-D1,0.001073556,0.001881535,0.001358497,0.001275212,0.001788769,0.001992782,0.001408112,0.004048503,0.001538912,0.001306304,0.002201304,0.002436371,0.007484705,0.001806239,0.00762067,0.001572391,0.0014879,0.002436875,0.001739402,0.001942046,0.001170738,0.001507233,0.0013691,0.002679696,0.001894169,0.002621785,0.002349599,0.001602549,0.004553022,0.0029641,0.003140852,0.001230943,0.004093001,0.001354724,0.001159654,0.001940642,0.013511194,0.001315084,0.004571947,0.005954793,0.001764435,0.001102679,0.001492111,0.001514812,0.001307314,0.002084778,0.003328684,0.001523381,0.011105656,0.012752403,0.013144843,0.002747863,0.001996507,0.001726673,0.002821687,0.005084767,0.001354317,0.001628613,0.002369879,0.00488389,0.00263693,1.044481816,0.014619674,0.00393697,0.012058576,0.001680226,0.002135423,0.002913369,0.004539958,0.003612307,0.005923379,0.016060867,0.001870535,0.002849914,0.001808594,0.002268824,0.00173171,0.002476241,0.002322894,0.004764831,0.002555041,0.004394136,0.005122058,0.001875991,0.00400402,0.00187731,0.003569044,0.002674584,0.003610931,0.00820894,0.00273258,0.003884491,0.002779142,0.004063318,0.002743402,0.001719489,0.002480339,0.008015706,0.004940479,0.003347146,0.005070694,0.001682138,0.010733818,0.005041327,0.003630017,0.001922111,0.002549651,0.003224198,0.012651226,0.002932682,0.002899917,0.005823059,0.004609511,0.005773533,0.008902438,0.006346927,0.005287629,0.003084365,0.006538039,0.004907174
XY-028-D1,0.001094191,0.002377282,0.001402583,0.001248592,0.00146391,0.001990051,0.001498089,0.002191055,0.001447911,0.001233055,0.002129899,0.003722352,0.006061102,0.004286079,0.004163207,0.001393635,0.00144492,0.003510697,0.001793196,0.001797037,0.001544711,0.001526841,0.001356791,0.003724247,0.001364199,0.002882812,0.001811043,0.001655529,0.003102946,0.006251624,0.003869483,0.001157261,0.001996366,0.001309574,0.001270201,0.004230545,0.008401235,0.001203285,0.002800019,0.003777907,0.001970683,0.001217182,0.001427881,0.001724464,0.001273902,0.001720159,0.003273367,0.001487436,0.008990286,0.012624719,0.010315464,0.00223377,0.002208726,0.003979452,0.001697636,0.003806225,0.001434969,0.001674044,0.00212279,0.006259929,0.002289707,0.014619674,1.037038823,0.004016071,0.013614239,0.001784178,0.002001685,0.005676494,0.002590035,0.003151701,0.005593429,0.01446684,0.001871744,0.004153725,0.001465985,0.002605489,0.0016085,0.002744732,0.002518839,0.00334659,0.00311181,0.006307351,0.003266358,0.00185918,0.008588196,0.002143401,0.004259254,0.002950125,0.006168844,0.010504313,0.003083355,0.003576248,0.006894259,0.004523528,0.003101675,0.002032049,0.00375718,0.003291686,0.004134366,0.007235612,0.003414751,0.001829696,0.011782185,0.007430382,0.005735851,0.002103671,0.002482466,0.006054602,0.012166426,0.003169801,0.003233035,0.006340026,0.005371434,0.005605483,0.007574659,0.00442698,0.002345331,0.00446805,0.006429091,0.007578969
JL-063-D1,0.000950158,0.00228131,0.001063153,0.000941385,0.00130605,0.001950862,0.001378976,0.001388727,0.001113829,0.001108661,0.003814561,0.002273725,0.003996465,0.001419988,0.002164529,0.001144801,0.001060994,0.003091278,0.002022767,0.001063541,0.000952298,0.001419108,0.001272727,0.002084098,0.001153597,0.005818192,0.002673066,0.001686886,0.001258858,0.003148069,0.010878545,0.000941455,0.001857926,0.001462603,0.000921623,0.001434763,0.002470376,0.001027233,0.001502763,0.007424997,0.00215106,0.000853602,0.00122963,0.001660026,0.001855066,0.00102012,0.00585577,0.001153248,0.005394552,0.003611875,0.006808747,0.002796641,0.001966665,0.001294023,0.001608287,0.004687015,0.001184268,0.001385332,0.005326795,0.002869678,0.001409227,0.00393697,0.004016071,1.017465073,0.009118899,0.001551415,0.0016589,0.00602206,0.001303474,0.007369355,0.001300422,0.005727172,0.004667221,0.004368927,0.001039962,0.001481623,0.005272551,0.002646467,0.001820487,0.009215411,0.002068339,0.011089871,0.011475958,0.001350862,0.00766129,0.002595359,0.010360679,0.008683626,0.010160161,0.006602061,0.01203356,0.012594482,0.009992332,0.011484358,0.002085099,0.000956311,0.007122697,0.0020772,0.001447581,0.009340655,0.011898016,0.001563561,0.009860036,0.002696858,0.001379002,0.002608144,0.00210166,0.001615841,0.007388158,0.00525914,0.008351556,0.009316769,0.001785235,0.005836902,0.005432177,0.012645741,0.006037907,0.013025368,0.01186286,0.01145049
XY-013-D1,0.00093715,0.002110624,0.001079809,0.001119557,0.001372246,0.002041036,0.001224321,0.00157686,0.001357381,0.001167558,0.002770713,0.001882604,0.005938375,0.001901068,0.004190899,0.001351074,0.001050884,0.003324765,0.001677018,0.002244189,0.001016595,0.001411114,0.00115609,0.001942535,0.001358623,0.003262361,0.002066966,0.001543495,0.001993916,0.002746846,0.007183057,0.001036786,0.002044984,0.001266456,0.000943519,0.001847405,0.010655888,0.001073396,0.002425012,0.006530134,0.002043232,0.000960433,0.001202398,0.00146499,0.001468828,0.001243044,0.006364807,0.001278283,0.010919796,0.014190496,0.011341538,0.003315182,0.003770272,0.001860517,0.002300537,0.003790616,0.001206835,0.001479071,0.002128951,0.005580373,0.002737945,0.012058576,0.013614239,0.009118899,1.026163282,0.001357031,0.002056587,0.003909567,0.001991005,0.009863499,0.002030005,0.01361012,0.002212539,0.005543784,0.001148894,0.001752771,0.003708541,0.002707422,0.004184291,0.009696224,0.00182049,0.010751386,0.003497387,0.001475377,0.006494173,0.002050872,0.005241084,0.005125119,0.004005351,0.004085588,0.004964039,0.005319173,0.004048739,0.010685189,0.002190604,0.00130615,0.003441829,0.004827367,0.004424802,0.003855756,0.00513513,0.001574704,0.010644101,0.004039455,0.001760599,0.003169392,0.002319322,0.004443958,0.017765798,0.003017534,0.004367396,0.006933297,0.002497231,0.009185166,0.005096689,0.004954413,0.003274764,0.004830488,0.007629233,0.009641687
ZR-090-D1,0.003814032,0.005147665,0.009885274,0.008280284,0.007390431,0.003293413,0.01010579,0.003555349,0.005097866,0.002828123,0.001796038,0.005381665,0.004093028,0.004289449,0.00180301,0.003436559,0.003746629,0.002653552,0.005069984,0.002527992,0.003536688,0.005925569,0.005090777,0.002705006,0.0029221,0.001710531,0.002153894,0.005965424,0.002501772,0.002185018,0.00181326,0.002855017,0.005369677,0.00224086,0.002771943,0.002571104,0.001876806,0.002753946,0.002384137,0.001649477,0.007525431,0.006851212,0.010212494,0.002983618,0.004437442,0.002540083,0.002117481,0.002703234,0.001527586,0.00156213,0.001600655,0.002028997,0.005035334,0.009680543,0.002544589,0.00233686,0.010447753,0.00477961,0.002168623,0.007212342,0.006048536,0.001680226,0.001784178,0.001551415,0.001357031,1.042377399,0.005234359,0.007104013,0.004885972,0.001614513,0.00334656,0.001629281,0.005967094,0.005153067,0.008948196,0.005121202,0.007394167,0.004471463,0.002399771,0.001531854,0.006237692,0.001578631,0.00224611,0.006610046,0.003111513,0.004379789,0.001898838,0.002543661,0.002340412,0.002129219,0.00202803,0.002081957,0.004257618,0.002193893,0.003670201,0.00304855,0.004114568,0.003013408,0.007171788,0.004439838,0.001851713,0.005077243,0.001583159,0.002951881,0.00516072,0.008341939,0.002471284,0.004549347,0.001526183,0.002262279,0.001819746,0.002235262,0.006106199,0.00200827,0.004228864,0.001534008,0.005511797,0.001884878,0.001791496,0.001618533
ZR-096-D1,0.001835648,0.002512802,0.006322588,0.003320061,0.003094788,0.002330774,0.002854944,0.004626801,0.006318437,0.002472325,0.001388138,0.001927237,0.004071634,0.006535174,0.003983997,0.00205367,0.006882976,0.001516099,0.003057165,0.002384641,0.003040404,0.002693715,0.004172871,0.003851749,0.00194914,0.001620267,0.001520125,0.003334831,0.009883739,0.001361865,0.001799766,0.002148346,0.001641589,0.001951882,0.001942468,0.003592141,0.002430583,0.001740648,0.004528258,0.001945839,0.005811613,0.002545904,0.002671961,0.002314483,0.005355835,0.002217201,0.004058931,0.002230889,0.002865273,0.001960756,0.002417372,0.001734916,0.006497494,0.007117693,0.00165623,0.004392729,0.003654868,0.008438464,0.001363229,0.005228947,0.015785385,0.002135423,0.002001685,0.0016589,0.002056587,0.005234359,1.058299727,0.004935972,0.005618764,0.001418956,0.002454594,0.00228668,0.005164353,0.00131586,0.00663105,0.008956023,0.005627325,0.003368655,0.017051477,0.001805728,0.002941306,0.001279504,0.001434498,0.002243418,0.001295656,0.00554091,0.004853678,0.002195723,0.004550835,0.002202854,0.002088039,0.001322967,0.001482036,0.00159603,0.012200272,0.007083147,0.001303431,0.003745766,0.003696067,0.001336523,0.001422093,0.007473865,0.004456473,0.002741964,0.00461656,0.008306807,0.00574241,0.007384069,0.0018101,0.001255544,0.005064891,0.001272555,0.007815886,0.007311475,0.001328722,0.003291678,0.002238339,0.00181748,0.0012267,0.00146051
ZR-091-D1,0.00117742,0.00360792,0.002391049,0.001829883,0.002721564,0.003800175,0.002546116,0.003184014,0.003390527,0.001811638,0.001439497,0.002574549,0.005122597,0.002775571,0.001977747,0.001728992,0.001814738,0.002880902,0.002919583,0.001740915,0.001905084,0.00390517,0.002186505,0.005320666,0.001316342,0.002457934,0.001982781,0.003925042,0.002200352,0.002392031,0.00539893,0.001451694,0.001901446,0.001300902,0.001418763,0.001755443,0.002043688,0.001243192,0.002868057,0.002729672,0.004055719,0.001296591,0.00625918,0.002482708,0.002358845,0.00151239,0.001746775,0.001635338,0.002452501,0.002660976,0.002974309,0.001734279,0.00482431,0.003756452,0.001433676,0.002719968,0.002798168,0.002151136,0.002250872,0.011541837,0.005488406,0.002913369,0.005676494,0.00602206,0.003909567,0.007104013,0.004935972,1.055991734,0.002099453,0.002374398,0.005549398,0.002583445,0.00641304,0.002792702,0.001831644,0.005973921,0.002965992,0.008468587,0.002578966,0.005093675,0.009506473,0.004336812,0.002815342,0.002165053,0.005591991,0.010533435,0.002819103,0.004465512,0.006612489,0.008747499,0.002736951,0.003432151,0.008783784,0.006068064,0.004586046,0.001578018,0.003909921,0.004496136,0.009883257,0.005608138,0.002836955,0.003669283,0.00541815,0.005447235,0.006390148,0.008245036,0.002976049,0.003630498,0.003823307,0.002536073,0.002609289,0.002991443,0.004075135,0.005423935,0.00288964,0.003545467,0.005573753,0.002498566,0.003300032,0.00564798
ZR-192-D1,0.004293981,0.005464147,0.007929567,0.002756346,0.005684124,0.00651454,0.002563732,0.003518353,0.002466706,0.005636334,0.001779824,0.002066928,0.003194262,0.007127788,0.002300458,0.005411776,0.00659528,0.001494923,0.004248,0.008301936,0.007687205,0.002489496,0.004870309,0.002683999,0.006193614,0.00167007,0.001863096,0.002587664,0.006521301,0.001585351,0.001586103,0.004504673,0.002569153,0.002375556,0.002651652,0.010053005,0.003585474,0.003974937,0.003122303,0.001638977,0.002705688,0.004317178,0.003513067,0.003658812,0.007092656,0.004384618,0.001579688,0.005700828,0.004653428,0.004175953,0.004620575,0.001990526,0.007650342,0.003152643,0.002578357,0.002222586,0.007916022,0.006648068,0.001609483,0.004450524,0.0029521,0.004539958,0.002590035,0.001303474,0.001991005,0.004885972,0.005618764,0.002099453,1.051946821,0.001271868,0.008363293,0.004531442,0.003216841,0.00156466,0.008241806,0.004848963,0.002254997,0.005028655,0.003633153,0.003760447,0.0039874,0.001136002,0.001200698,0.00653045,0.001392735,0.005043425,0.001825953,0.001452185,0.001814349,0.00164712,0.001155745,0.001189518,0.001351491,0.001757893,0.002688916,0.009840706,0.001201477,0.005095669,0.004725452,0.001300061,0.001304156,0.007853268,0.002060019,0.008226756,0.006122089,0.002335599,0.007046787,0.00704265,0.00187561,0.001487954,0.005657005,0.001258074,0.002980499,0.002604516,0.001604828,0.001700116,0.002002471,0.001141563,0.001384692,0.001240753
JL-064-D1,0.001426874,0.002502135,0.001195273,0.001282888,0.001611685,0.001867731,0.001944463,0.001327906,0.00141395,0.001691608,0.006397312,0.002016147,0.004407591,0.001405747,0.003298865,0.001820586,0.001169741,0.005222931,0.001837148,0.001224014,0.001087069,0.001510435,0.001388158,0.001987823,0.002636957,0.004081327,0.008957595,0.004772947,0.00313674,0.005130803,0.006615068,0.00119996,0.005065213,0.00186694,0.001157766,0.001001604,0.005306868,0.001790579,0.001797172,0.006746297,0.003122308,0.001026596,0.001409603,0.001947774,0.001532722,0.00149616,0.007878871,0.001469239,0.002827767,0.00586532,0.003728468,0.006054324,0.00176202,0.001254042,0.003354301,0.001690493,0.001362134,0.001224915,0.006208868,0.002255529,0.00165589,0.003612307,0.003151701,0.007369355,0.009863499,0.001614513,0.001418956,0.002374398,0.001271868,1.042767524,0.001839727,0.003228792,0.005357954,0.006983588,0.001321468,0.001237964,0.002387294,0.001359463,0.001669072,0.013748465,0.001833064,0.009572523,0.006304398,0.001470847,0.006031308,0.001939286,0.003987005,0.009820834,0.00329718,0.003281945,0.00897112,0.010752275,0.00494509,0.010698766,0.001346602,0.001175135,0.004893094,0.004856174,0.001355519,0.007139068,0.010222178,0.001330208,0.004351763,0.001375046,0.001367286,0.001697174,0.002147059,0.001774366,0.006815368,0.011176785,0.006404782,0.00918613,0.001426462,0.004899125,0.008834408,0.003908947,0.011855933,0.00673969,0.008400555,0.007571377
ZR-193-D1,0.005674944,0.008814567,0.002662665,0.004646439,0.002882567,0.004479416,0.00670392,0.002378138,0.00248722,0.004845199,0.002247432,0.002777371,0.006609591,0.004609666,0.002203299,0.006426728,0.002202433,0.002801029,0.006488153,0.006773438,0.003210641,0.002706027,0.00756897,0.00503926,0.005944738,0.001838965,0.006156049,0.00670674,0.005283592,0.006162832,0.001687571,0.004363238,0.007955754,0.003074674,0.003690418,0.005484261,0.002053601,0.006255631,0.002684447,0.001863113,0.005224658,0.002829735,0.002724545,0.006988614,0.00448989,0.005401461,0.004051358,0.006302284,0.002760904,0.00181221,0.00240523,0.002057138,0.009260321,0.002598431,0.002389936,0.002384377,0.002715146,0.002540028,0.001901976,0.004885616,0.002682077,0.005923379,0.005593429,0.001300422,0.002030005,0.00334656,0.002454594,0.005549398,0.008363293,0.001839727,1.036971836,0.002418954,0.005121565,0.002136788,0.002188805,0.007020794,0.005253236,0.004424998,0.003061563,0.001572418,0.006268672,0.001628319,0.002399122,0.00439767,0.001915413,0.002785373,0.001621393,0.002046985,0.0022499,0.004400236,0.002134138,0.001703289,0.002448779,0.001615412,0.002520562,0.004168346,0.002808707,0.002627282,0.005689269,0.002480857,0.002368235,0.006531811,0.002104138,0.013523364,0.010164646,0.002345842,0.009136806,0.007186618,0.001776236,0.001877252,0.001956392,0.002658614,0.00276224,0.002231637,0.004421554,0.001448881,0.001990976,0.001775486,0.001470439,0.001856933
XY-024-D1,0.001133017,0.00164664,0.001396231,0.001258241,0.001693665,0.002052614,0.001317687,0.00231518,0.001657767,0.001349766,0.005282158,0.002414199,0.006706653,0.001826174,0.008920936,0.001498843,0.001379899,0.002584299,0.001610874,0.00208623,0.001412384,0.001481942,0.00121935,0.002759917,0.001767254,0.004006783,0.002026962,0.001528124,0.004161405,0.002839473,0.003715629,0.001256131,0.002428501,0.001594874,0.001186645,0.004255351,0.011776024,0.001274911,0.004868225,0.008651718,0.001832322,0.001171293,0.001493961,0.001540391,0.001307371,0.001889652,0.005987156,0.001410091,0.012332289,0.011953935,0.017075688,0.003917794,0.00201447,0.001800342,0.005201909,0.005663792,0.001450635,0.001856007,0.002190853,0.005724814,0.002349237,0.016060867,0.01446684,0.005727172,0.01361012,0.001629281,0.00228668,0.002583445,0.004531442,0.003228792,0.002418954,1.035785783,0.001840133,0.004207119,0.001708616,0.003881815,0.002083956,0.002353171,0.002372811,0.004914474,0.00231591,0.003719864,0.003784852,0.001951766,0.007455466,0.001706029,0.006816181,0.002541136,0.003700942,0.006055995,0.002881443,0.003001555,0.002789765,0.003478085,0.003348417,0.00203394,0.00286902,0.005539515,0.005498742,0.004903892,0.002761226,0.001946947,0.008139684,0.005635497,0.003214842,0.002210867,0.002363512,0.003336134,0.011413676,0.003216314,0.004126663,0.00557902,0.00451589,0.006557107,0.005856518,0.006210525,0.002547179,0.004269313,0.004416707,0.004705764
ZR-232-D1,0.00196016,0.006360888,0.001879776,0.001927287,0.002146679,0.007528463,0.002572029,0.001995908,0.002581463,0.005615869,0.00502262,0.002360629,0.006432147,0.00344907,0.001884654,0.002718002,0.00189868,0.002053699,0.012196355,0.002451286,0.004399253,0.002549508,0.002791812,0.003591201,0.00175059,0.002718644,0.007013298,0.00541131,0.005554986,0.002700184,0.002461183,0.002460582,0.002634672,0.002105638,0.001725536,0.002684626,0.00166028,0.002679171,0.005067131,0.00508944,0.009505107,0.002036212,0.002193631,0.006558729,0.001930584,0.002028502,0.002425516,0.00327827,0.002106773,0.001727249,0.001854537,0.00193815,0.010219147,0.002410085,0.002233741,0.00415995,0.002151222,0.002126944,0.005314199,0.002807764,0.004662184,0.001870535,0.001871744,0.004667221,0.002212539,0.005967094,0.005164353,0.00641304,0.003216841,0.005357954,0.005121565,0.001840133,1.024438435,0.002445621,0.001813959,0.007217447,0.006953278,0.002951626,0.006239673,0.001862301,0.009539313,0.002533212,0.007272659,0.003440005,0.002342267,0.004255636,0.002588388,0.006041584,0.002698619,0.002226464,0.009177195,0.004932663,0.003112485,0.00439934,0.004809682,0.002205355,0.00243342,0.003764408,0.006653271,0.005205209,0.004987715,0.006317643,0.003000724,0.004219557,0.007877986,0.002747181,0.010730079,0.009730973,0.00214647,0.003861864,0.00320399,0.006128038,0.006199133,0.005559083,0.006017854,0.003326705,0.00543686,0.005025245,0.00275834,0.002518151
JL-060-D1,0.004733121,0.002584774,0.001859298,0.002331341,0.006089481,0.004465166,0.005402721,0.001613335,0.001376972,0.002986555,0.008954703,0.002859933,0.003199178,0.001983396,0.002403193,0.004452041,0.001394609,0.005875628,0.002189162,0.001648571,0.002126587,0.001927252,0.001882506,0.002389327,0.002262842,0.00646912,0.003046384,0.002317526,0.001566395,0.007434493,0.007005912,0.001822751,0.002861483,0.005217555,0.001632248,0.001329169,0.003653553,0.002379935,0.001499091,0.002978188,0.004475975,0.003846557,0.002274747,0.00568846,0.002851812,0.001518362,0.008701958,0.001858497,0.002347845,0.003886327,0.005573246,0.007302637,0.001817376,0.001245575,0.003766205,0.001463107,0.001890984,0.001469896,0.006905937,0.002450529,0.001519002,0.002849914,0.004153725,0.004368927,0.005543784,0.005153067,0.00131586,0.002792702,0.00156466,0.006983588,0.002136788,0.004207119,0.002445621,1.023775813,0.002188511,0.001480686,0.004627131,0.001462171,0.001415784,0.007112844,0.002077027,0.005904131,0.008926316,0.005289712,0.012347618,0.003345479,0.008376629,0.006613894,0.004774433,0.00494269,0.004925816,0.007667513,0.009511674,0.009127491,0.001358273,0.001511393,0.014794388,0.002115037,0.001431002,0.011696661,0.006556553,0.001850504,0.003663435,0.00157303,0.002571515,0.001765015,0.002141755,0.001467158,0.005357624,0.00908503,0.004302289,0.010546141,0.001348563,0.002234166,0.008700761,0.005699178,0.003127924,0.007042637,0.005006723,0.004565258
ZR-113-D1,0.005345025,0.002153734,0.013327702,0.01437868,0.008954552,0.00211789,0.007215737,0.005242813,0.005882961,0.002576975,0.002873157,0.002309946,0.001454877,0.007873167,0.00355783,0.002744893,0.01065824,0.001940301,0.002004225,0.005888644,0.007149863,0.002883194,0.003363559,0.004990304,0.005998811,0.001751002,0.001673202,0.003797107,0.006531277,0.001691369,0.001367244,0.003794192,0.002614421,0.00244202,0.003561982,0.005025838,0.006167885,0.006572696,0.002762971,0.001232485,0.005767267,0.016183357,0.004361543,0.003817381,0.007212718,0.006484557,0.001624413,0.00381576,0.001659616,0.001611913,0.001321738,0.001836907,0.002210984,0.007099191,0.002913037,0.003608856,0.007316095,0.012431163,0.004154214,0.003768183,0.005456709,0.001808594,0.001465985,0.001039962,0.001148894,0.008948196,0.00663105,0.001831644,0.008241806,0.001321468,0.002188805,0.001708616,0.001813959,0.002188511,1.050968965,0.003370979,0.005571005,0.003093714,0.003546966,0.001655067,0.002535982,0.001021143,0.001366471,0.006532518,0.001382134,0.002929136,0.001104798,0.001276996,0.001413793,0.00188106,0.001284802,0.001234874,0.001349081,0.001519146,0.003545125,0.008620043,0.001676096,0.005543264,0.002766401,0.001536786,0.001347661,0.002610724,0.001076588,0.002164857,0.00638144,0.003132748,0.001942211,0.003034325,0.001030514,0.004441725,0.004680861,0.0014892,0.003867746,0.0018753,0.002382431,0.00251591,0.002630077,0.001142956,0.001171833,0.001141394
ZR-108-D1,0.002156857,0.005541786,0.005612983,0.002162032,0.0057201,0.005442009,0.002348484,0.003175549,0.006455929,0.003343386,0.001364591,0.002528444,0.00231458,0.010957454,0.004259734,0.004308527,0.003190523,0.001750243,0.006268093,0.007121341,0.008456446,0.00532934,0.003658367,0.006942181,0.001830725,0.001810423,0.001803475,0.004608859,0.007852509,0.001907932,0.001605986,0.002612389,0.001932231,0.001766566,0.002477086,0.003335006,0.002216946,0.002142349,0.006198005,0.001891027,0.005212682,0.003151163,0.003028859,0.006269562,0.00245071,0.00322709,0.001353813,0.004982338,0.002099434,0.001792627,0.002786388,0.001437598,0.006406457,0.003410806,0.002423701,0.004797585,0.002532789,0.003590769,0.001297895,0.005144659,0.004297332,0.002268824,0.002605489,0.001481623,0.001752771,0.005121202,0.008956023,0.005973921,0.004848963,0.001237964,0.007020794,0.003881815,0.007217447,0.001480686,0.003370979,1.043571215,0.002691371,0.004628524,0.006980119,0.001557367,0.006969668,0.001545307,0.001481489,0.002640216,0.001585971,0.005283237,0.002203857,0.002097099,0.004932374,0.005035904,0.001698354,0.001353174,0.002775362,0.001621177,0.008340683,0.005228562,0.001647361,0.007738501,0.009561527,0.001715553,0.001495346,0.010865192,0.001854836,0.006471268,0.011150458,0.003306252,0.003941112,0.010723007,0.001468934,0.00136206,0.001954337,0.001451449,0.006523042,0.0051934,0.001661585,0.002446884,0.002286649,0.001507723,0.001261771,0.001988919
ZR-184-D1,0.0021162,0.005085791,0.00741837,0.003552428,0.009159421,0.002351105,0.009038159,0.004420513,0.006944129,0.006135069,0.002407205,0.004355589,0.003160003,0.003320319,0.00186125,0.005266441,0.006476431,0.002085267,0.003974007,0.002326319,0.002973694,0.007226547,0.004932662,0.003207799,0.001895495,0.001770765,0.004612768,0.006612336,0.001979699,0.002327299,0.002663022,0.002392332,0.005219182,0.002629,0.003125079,0.00334412,0.001568062,0.002273569,0.002563123,0.005699301,0.013120491,0.004321251,0.003954262,0.002584784,0.007601187,0.001934189,0.004873382,0.002322743,0.002477495,0.002021208,0.002231573,0.002395191,0.00895563,0.00682963,0.005223779,0.005062084,0.006159157,0.006829486,0.001905726,0.005453087,0.005728568,0.00173171,0.0016085,0.005272551,0.003708541,0.007394167,0.005627325,0.002965992,0.002254997,0.002387294,0.005253236,0.002083956,0.006953278,0.004627131,0.005571005,0.002691371,1.020154131,0.005815706,0.004682371,0.002188401,0.002671792,0.002090039,0.00635275,0.001864092,0.001949532,0.008194019,0.005004405,0.005188234,0.005335055,0.001967315,0.006039441,0.002312111,0.002218667,0.002295176,0.007676354,0.002109297,0.00216251,0.003721227,0.003534085,0.002503282,0.00434083,0.002840274,0.003121022,0.002588288,0.002200279,0.007028257,0.004933881,0.002330736,0.002337434,0.001851925,0.002519671,0.002439846,0.004782799,0.00559496,0.002153874,0.005667397,0.006836619,0.006882347,0.002050483,0.002245593
ZR-244-D1,0.001778624,0.006049632,0.004888742,0.002480327,0.005703654,0.002260065,0.005919632,0.011143975,0.007457185,0.002311074,0.001405119,0.005471731,0.005844416,0.004859161,0.002695236,0.002422216,0.003905915,0.001517369,0.00326771,0.002500896,0.002144015,0.006452,0.005976199,0.006114196,0.001913079,0.001818681,0.001924691,0.012507548,0.002582375,0.001775993,0.003076625,0.002206341,0.002266476,0.001772698,0.002137318,0.002332266,0.001979249,0.001656339,0.00335042,0.00169021,0.006714196,0.002015122,0.006398538,0.005452315,0.005403371,0.00207776,0.001532315,0.00213131,0.001909553,0.001847168,0.002612377,0.001392768,0.003980921,0.00723792,0.001950261,0.004422602,0.006816418,0.003368641,0.001400097,0.008849756,0.00898779,0.002476241,0.002744732,0.002646467,0.002707422,0.004471463,0.003368655,0.008468587,0.005028655,0.001359463,0.004424998,0.002353171,0.002951626,0.001462171,0.003093714,0.004628524,0.005815706,1.047969654,0.00309904,0.00200957,0.007609438,0.001723157,0.001543272,0.001947766,0.001876581,0.011909321,0.001832505,0.002092945,0.002864489,0.003127537,0.001570705,0.001652246,0.002141331,0.002050724,0.008861858,0.002694633,0.001517272,0.00374259,0.008835628,0.001901416,0.001469197,0.003270247,0.002241386,0.009318124,0.006614958,0.010451294,0.002809154,0.005333394,0.001984416,0.001715491,0.001629947,0.001701809,0.011985203,0.002274789,0.001613237,0.003071246,0.005428205,0.001566882,0.00177728,0.00189238
